('Thigpen ', 'Bay Springs', '31.95376472', '-89.23450472')
('Cheyenne County Municipal', 'St Francis', '39.76104833', '-101.7958414')
('Bomar Field-Shelbyville Municipal', 'Shelbyville', '35.56009889', '-86.44249333')
('Syracuse-Hancock Intl', 'Syracuse', '43.11118694', '-76.10631056')
('Sylvester', 'Sylvester', '31.55851111', '-83.89573389')
('Santa Paula', 'Santa Paula', '34.34722167', '-119.061215')
('Sandpoint', 'Sandpoint', '48.29965139', '-116.5597681')
('Robert Sibley', 'Selmer', '35.20295', '-88.49836139')
('Chambers County', 'Anahauac', '29.77', '-94.66361194')
('Tuba City', 'Tuba City', '36.09276972', '-111.3826419')
('Tomahawk Regional', 'Tomahawk', '45.46913889', '-89.80569444')
('Brooks County', 'Falfurrias', '27.20683333', '-98.12117083')
('Lampasas Municipal', 'Lampasas', '31.10672694', '-98.19600194')
('Cameron Municipal Airpark', 'Cameron', '30.87935556', '-96.97109694')
('Paul Pittman Memorial', 'Tylertown', '31.14601111', '-90.168145')
('La Porte Municipal', 'La Porte', '29.66925', '-95.06419444')
('Trident Basin', 'Kodiak', '57.78083333', '-152.3913889')
('Kickapoo Downtown Airpark', 'Wichita Falls', '33.86122222', '-98.4904425')
('Big Spring McMahon-Wrinkle', 'Big Spring', '32.21261111', '-101.5216389')
('Robstown-Nueces County', 'Robstown', '27.77854306', '-97.69052389')
('Crockett-Houston County', 'Crockett', '31.30696111', '-95.40383056')
('Garland Heliport', 'Garland', '32.887625', '-96.6836075')
('Stonewall County', 'Aspermont', '33.17231861', '-100.1976044')
('Mid Valley', 'Weslaco', '26.17763889', '-97.97305556')
('Sinton-San Patricio County', 'Sinton', '28.03925', '-97.54244444')
('Cuero Municipal', 'Cuero', '29.08358806', '-97.26693417')
('Hearne Municipal', 'Hearne', '30.87182917', '-96.62222639')
('Taylor Municipal', 'Taylor', '30.57194444', '-97.44316667')
('Liberty Municipal', 'Liberty', '30.07780556', '-94.69855556')
('Kleberg County', 'Kingsville', '27.55086111', '-98.03091833')
('Gillespie County', 'Fredericksburg', '30.24369444', '-98.90952778')
('Castroville Municipal', 'Castroville', '29.34192083', '-98.85090056')
('Chambers County', 'Winnie/Stowell', '29.80411', '-94.43102306')
('Calhoun County', 'Port Lavaca', '28.65405111', '-96.6813125')
('Perry Stokes', 'Trinidad', '37.25937778', '-104.340675')
('Ralph M Calhoun Memorial', 'Tanana', '65.17439528', '-152.1093886')
('Taunton Municipal', 'Taunton', '41.87460139', '-71.01687583')
('Taylorville Municipal', 'Taylorville', '39.53418583', '-89.32781222')
('Forney AAF', 'Fort Leonard Wood', '37.74163111', '-92.14073611')
('Statesboro Municipal', 'Statesboro', '32.48316667', '-81.73727778')
('Tucumcari Municipal', 'Tucumcari', '35.18277806', '-103.6031853')
('Tuscaloosa Municipal', 'Tuscaloosa', '33.2206275', '-87.61140139')
('Truth Or Consequences Municipal', 'Truth Or Consequences', '33.23694444', '-107.27175')
('Takotna', 'Takotna', '62.99270417', '-156.0681903')
('Tracy Municipal', 'Tracy', '37.68910778', '-121.4418172')
('Person County', 'Roxboro', '36.28489194', '-78.98422694')
('Toledo-Winlock Ed Carlson Memorial ', 'Toledo', '46.47709083', '-122.80686')
('Toledo Metcalf', 'Toledo', '41.56487194', '-83.48226139')
('Teterboro', 'Teterboro', '40.85010139', '-74.06083611')
('Perry County Municipal', 'Tell City', '38.01769694', '-86.69093')
('Mason Jewett ', 'Mason', '42.56576833', '-84.42321861')
('Telluride Regional', 'Telluride', '37.95375861', '-107.90848')
('Gibson County', 'Trenton', '35.93245472', '-88.84894028')
('Tangier Island', 'Tangier', '37.82513889', '-75.99777778')
('Tullahoma Regional', 'Tullahoma', '35.38015694', '-86.24602333')
('Thompson Falls', 'Thompson Falls', '47.57493556', '-115.2843164')
('Hot Springs County-Thermopolis Municipal', 'Thermopolis', '43.65828917', '-108.2131542')
('York', 'York', '39.916995', '-76.87302611')
('Tacoma Narrows', 'Tacoma', '47.26793111', '-122.5780997')
('Space Cost Regional', 'Titusville', '28.51479944', '-80.7992275')
('Talkeetna', 'Talkeetna', '62.3205', '-150.0936944')
('Tenakee SPB', 'Tenakee Springs', '57.77965833', '-135.2184439')
('McKinney Municipal', 'McKinney', '33.17794778', '-96.5905275')
('Kennett Memorial', 'Kennett', '36.23087083', '-90.03466806')
('Tallahassee Regional', 'Tallahassee', '30.39652778', '-84.35033333')
('Mefford ', 'Tulare', '36.15630556', '-119.3261667')
('Tuluksak', 'Tuluksak', '61.09676222', '-160.9684167')
('Henry Tift Myers', 'Tifton', '31.42879528', '-83.48787167')
('Kendall-Tamiami Executive', 'Miami', '25.64788889', '-80.43277778')
('West Tinian', 'Peipeinimaru', '14.99685028', '-145.6180383')
('Twentynine Palms', 'Twentynine Palms', '34.13208528', '-115.9458319')
('Dade Collier T And T', 'Miami', '25.86180556', '-80.897')
('Newton Municipal', 'Newton', '41.67442972', '-93.02172917')
('Zamperini ', 'Torrance', '33.8033775', '-118.3396')
('Dodge Center', 'Dodge Center', '44.018', '-92.8315')
('"Toccoa, R G Le Tourneau "', 'Toccoa', '34.59376444', '-83.2958')
('Togiak Village', 'Togiak', '59.05284222', '-160.3969339')
('Troy Municipal', 'Troy', '31.86041667', '-86.01213889')
('Toledo Express', 'Toledo', '41.58680556', '-83.80783333')
('Philip Billard Municipal', 'Topeka', '39.0686575', '-95.62248361')
('Torrington Muni', 'Torrington', '42.0645475', '-104.1526986')
('Tampa International ', 'Tampa', '27.97547222', '-82.53325')
('Peter O. Knight', 'Tampa', '27.91557833', '-82.44926083')
('Tonopah', 'Tonopah', '38.06020222', '-117.0871536')
('Draughon-Miller Central Texas Regional', 'Temple', '31.1525', '-97.40777778')
('Port Alsworth', 'Port Alsworth', '60.20433333', '-154.3188728')
('Municipal', 'Tekamah', '41.76352778', '-96.17794444')
('Tahlequah Municipal', 'Tahlequah', '35.92891667', '-95.00452778')
('Scott City Municipal', 'Scott City', '38.47427778', '-100.8849444')
('Tri-Cities Regional', 'Bristol', '36.47521417', '-82.40742056')
('Truckee-Tahoe', 'Truckee', '39.32004222', '-120.1395628')
('Terrell Municipal', 'Terrell', '32.71004667', '-96.26742306')
('Desert Resorts Regional', 'Palm Springs', '33.62789944', '-116.1601194')
('Trenton Municipal', 'Trenton', '40.08351333', '-93.59063472')
('Carroll County-Tolson', 'Carrollton', '40.56186833', '-81.07748611')
('Tehachapi Municipal', 'Tehachapi', '35.13497222', '-118.43925')
('Pagan Airstrip', 'Shomu-Shon', '18.12444444', '-145.7686111')
('Sanford-Lee County Regional', 'Sanford', '35.58247222', '-79.10136111')
('Portland-Troutdale', 'Portland', '45.54936889', '-122.4012519')
('Monroe Custer', 'Monroe', '41.93990639', '-83.43468306')
('Trenton-Mercer County ', 'Trenton', '40.27669111', '-74.81346833')
('Tulsa International', 'Tulsa', '36.19837222', '-95.88824167')
('Tupelo Municipal ', 'Tupelo', '34.26810833', '-88.769895')
('Tucson International', 'Tucson', '32.11608333', '-110.9410278')
('Cabool Memorial', 'Cabool', '37.13244083', '-92.08396167')
('Cherry Capital', 'Traverse City', '44.74144472', '-85.582235')
('Thief River Falls Regional', 'Thief River Falls', '48.06550028', '-96.18336083')
('Thomasville Municipal', 'Thomasville', '30.90155194', '-83.88133556')
('Centerville Municipal', 'Centerville', '40.68390306', '-92.90103333')
('Lake Tahoe', 'South Lake Tahoe', '38.89388167', '-119.9953347')
('Vicksburg Tallulah Regional', 'Tallulah', '32.35160639', '-91.02768917')
('Tooele Valley', 'Tooele', '40.6122725', '-112.3507719')
('Joslin Field - Magic Valley', 'Twin Falls', '42.48180389', '-114.4877356')
('Richard B. Helgeson', 'Two Harbors', '47.049225', '-91.74514167')
('Texarkana Regional-Webb ', 'Texarkana', '33.45370806', '-93.99102')
('Taylor', 'Taylor', '34.45283333', '-110.1148056')
('Indianapolis Terry', 'Indianapolis', '40.03064972', '-86.2514375')
('Tyler Pounds ', 'Tyler', '32.35413889', '-95.40238611')
('McGhee-Tyson', 'Knoxville', '35.81248722', '-83.99285583')
('Bolton ', 'Columbus', '39.90081778', '-83.13719361')
('Belle Plaine Municipal', 'Belle Plaine', '41.87877778', '-92.28456944')
('Tompkinsville-Monroe County', 'Tompkinsville', '36.72978', '-85.65191556')
('McCarley', 'Blackfoot', '43.20925', '-112.3495861')
('Buhl Municipal', 'Buhl', '42.59157139', '-114.7967178')
('Riddick ', 'Philipsburg', '46.31936972', '-113.3050642')
('Perkins ', 'Overton', '36.56803', '-114.4433133')
('Preston', 'Preston', '42.10690806', '-111.9125389')
('Nephi Municipal', 'Nephi', '39.73884333', '-111.8716011')
('Dubois Municipal', 'Dubois', '43.54834722', '-109.6902611')
('Temple Bar', 'Temple Bar', '36.02054056', '-114.3352461')
('Green River Muni', 'Green River', '38.96136167', '-110.2273619')
('Aberdeen Municipal', 'Aberdeen', '42.92102222', '-112.8811053')
('Salt Lake City Municipal 2', 'Salt Lake City', '40.61954', '-111.9928858')
('Monticello', 'Monticello', '37.937215', '-109.3465053')
('Beaver Municipal', 'Beaver', '38.23071', '-112.6753497')
('Panguitch Municipal', 'Panguitch', '37.84523333', '-112.3918731')
('Driggs-Reed Memorial', 'Driggs', '43.74193056', '-111.0978608')
('North Big Horn County', 'Cowley/Lovell/Byron', '44.91167028', '-108.4455092')
('Duchesne Municipal', 'Duchesne', '40.19190167', '-110.3809886')
('Cascade', 'Cascade', '44.4937825', '-116.0162422')
('Mountain Home Municipal', 'Mountain Home', '43.13125278', '-115.7295944')
('Spanish Fork-Springville', 'Spanish Fork', '40.14162139', '-111.6613125')
('Council Municipal', 'Council', '44.7498875', '-116.4468092')
('Cal Black Memorial', 'Halls Crossing', '37.44221444', '-110.5695836')
('Aurora State', 'Aurora', '45.24713889', '-122.7700556')
('Cumberland Municipal ', 'Cumberland', '45.50597028', '-91.98108694')
('Columbus-Lowndes County', 'Columbus', '33.46539667', '-88.38031639')
('Cuba Municipal', 'Cuba', '38.06877667', '-91.42885694')
('Oneida Cty', 'Utica', '43.14511944', '-75.38385889')
('New Castle Muni', 'New Castle', '41.02533778', '-80.41337194')
('Everett-Stewart', 'Union City', '36.38025', '-88.98547778')
('Bermuda Dunes', 'Palm Springs', '33.7484375', '-116.2748133')
('Darlington County', 'Darlington', '34.44919444', '-79.89036111')
('Waukesha County', 'Waukesha', '43.04102778', '-88.23705556')
('Waukegan Regional', 'Chicago/Waukegan', '42.42216', '-87.86790694')
('Quillayute', 'Forks', '47.93714444', '-124.5612497')
('Quincy Municipal-Baldwin ', 'Quincy', '39.94262417', '-91.19445611')
('Berz-Macomb', 'Utica', '42.66389361', '-82.96542583')
('Wilkes County', 'North Wilkesboro', '36.22284028', '-81.0983375')
('Ukiah Municipal', 'Ukiah', '39.12595722', '-123.200855')
('Coffey County', 'Burlington', '38.30248472', '-95.7249575')
('Quakertown', 'Quakertown', '40.43521194', '-75.38192861')
('New Ulm Municipal', 'New Ulm', '44.31957306', '-94.50230778')
('Ulysses', 'Ulysses', '37.60375278', '-101.3733889')
('Indianapolis Metropolitan', 'Indianapolis', '39.9352025', '-86.04495333')
('Ohio University', 'Athens/Albany', '39.21096222', '-82.23142583')
('Unalakleet', 'Unalakleet', '63.88835917', '-160.7989517')
('West Plains Municipal', 'West Plains', '36.87813889', '-91.90269444')
('Dodge County', 'Juneau', '43.42658333', '-88.70322222')
('University Park', 'State College', '40.84927778', '-77.84869444')
('Franklin County', 'Sewanee', '35.20397028', '-85.89858889')
('University-Oxford', 'Oxford', '34.38431528', '-89.53530972')
('Upolu', 'Hawi', '20.26525583', '-155.8599875')
('Fulton County', 'Wauseon', '41.61033333', '-84.12552778')
('Huntsville Municipal', 'Huntsville', '30.74688667', '-95.58716667')
('Willow', 'Willow', '61.75441667', '-150.0516639')
('Newport State', 'Newport', '41.53243972', '-71.28154389')
('Sullivan Regional', 'Sullivan', '38.23343056', '-91.16433333')
('Garner ', 'Uvalde', '29.21135028', '-99.74358306')
('New Castle-Henry Co ', 'New Castle', '39.87585167', '-85.32646806')
('Madison County', 'London', '39.93272694', '-83.46200361')
('Rock Hill Municipal/Bryant ', 'Rock Hill', '34.98783333', '-81.05716667')
('Chevak', 'Chevak', '61.53363583', '-165.5837322')
('South Jersey Reg', 'Mount Holly', '39.94289056', '-74.84571944')
('Bentonville Municipal', 'Bentonville', '36.34571528', '-94.219345')
('Nut Tree', 'Vacaville', '38.37675167', '-121.962455')
('Victoria Regional', 'Victoria', '28.85255556', '-96.91848722')
('Southern California Logistic ', 'Victorville', '34.593225', '-117.3794667')
('Vidalia Municipal', 'Vidalia', '32.19255556', '-82.37194444')
('Valdez', 'Valdez', '61.13395028', '-146.24836')
('Venetie', 'Venetie', '67.02269444', '-146.4137753')
('Vernal', 'Vernal', '40.44090167', '-109.5099203')
('Jesse Viertel Memorial', 'Boonville', '38.94577556', '-92.68277139')
('Darke County', 'Versailles', '40.20441667', '-84.53191667')
('North Las Vegas', 'Las Vegas', '36.21166667', '-115.19575')
('Culberson County', 'Van Horn', '31.05784417', '-104.7838056')
('Rolla National', 'Rolla/Vichy', '38.12743222', '-91.7695225')
('Neillsville Municipal', 'Neillsville', '44.55812861', '-90.51224694')
('Visalia Municipal', 'Visalia', '36.31866667', '-119.3928889')
('Virginia Highlands', 'Abingdon', '36.68711028', '-82.03333583')
('Vandalia Municipal', 'Vandalia', '38.99130556', '-89.16622222')
('Valdosta Regional', 'Valdosta', '30.7825', '-83.27672222')
('Harold Davidson ', 'Vermillion', '42.76528917', '-96.93425472')
('Venice Municipal', 'Venice', '27.07161111', '-82.44033333')
('Van Wert County', 'Van Wert', '40.86472222', '-84.60944444')
('Van Nuys', 'Van Nuys', '34.20980972', '-118.4899733')
('Cartersville', 'Cartersville', '34.12313889', '-84.84869444')
('Eglin Air Force Base', 'Valparaiso', '30.48325', '-86.5254')
('Porter County Municipal', 'Valparaiso', '41.45396667', '-87.00707139')
('Cecil ', 'Jacksonville', '30.21867306', '-81.87666444')
('Antonio Rivera Rodriguez', 'Isla De Vieques', '18.13551806', '-65.49182583')
('Vero Beach Municipal', 'Vero Beach', '27.65555556', '-80.41794444')
('Springfield State/Hartness', 'Springfield', '43.34362889', '-72.5173125')
('Newark-Heath', 'Newark', '40.024675', '-82.46182194')
('Vinton Veterans Memorial Airpark', 'Vinton', '42.21862611', '-92.02592806')
('Miller ', 'Valentine', '42.85767194', '-100.547355')
('Stanly County', 'Albemarle', '35.41669472', '-80.15079556')
('Pearson Airpark', 'Vancouver', '45.6204525', '-122.6564883')
('Ortonville Municipal', 'Ortonville', '45.30566472', '-96.42442278')
('Illinois Valley Regional', 'Peru/Lasalle', '41.35186806', '-89.15308417')
('Ocean Shores Municipal', 'Ocean Shores', '47.00369806', '-124.143785')
('Gettysburg  & Travel Center', 'Gettysburg', '39.84092833', '-77.27415139')
('Menomonie Municipal - Score ', 'Menomonie', '44.89234639', '-91.86777944')
('Upshur County Regional', 'Buckhannon', '39.00035833', '-80.27392778')
('Bay Bridge Industrial', 'Stevensville', '38.97638889', '-76.32963889')
('Lunenburg County', 'Kenbridge', '36.96015', '-78.18499861')
('Friday Harbor', 'Friday Harbor', '48.53732194', '-123.0096236')
('Mt Olive Municipal', 'Mt Olive', '35.22224722', '-78.03779444')
('Crisfield Municipal', 'Crisfield', '38.01679028', '-75.82882056')
('Asheboro Municipal', 'Asheboro', '35.6538825', '-79.8950425')
('Luray Caverns', 'Luray', '38.66705556', '-78.50058333')
('Warrenton-Fauquier', 'Warrenton', '38.58704667', '-77.71138389')
('William M Tuck', 'South Boston', '36.710045', '-78.84802028')
('Ocracoke Island', 'Ocracoke', '35.10117083', '-75.96595278')
('New Kent County', 'Quinton', '37.50320139', '-77.12552694')
('Middle Peninsula Regional', 'West Point', '37.52122778', '-76.7646825')
('Grant County', 'Petersburg', '38.99419444', '-79.14438889')
('Grove ', 'Camas/Washougal', '45.62777778', '-122.4041667')
('Grand Coulee Dam', 'Electric City', '47.92348361', '-119.0805789')
('Whidbey Air Park', 'Langley', '48.01814917', '-122.4384789')
('Odessa Municipal', 'Odessa', '47.3582025', '-118.6733264')
('Greene Cty', 'Waynesburg', '39.900075', '-80.13311667')
('Stebbins', 'Stebbins', '63.51591972', '-162.2827394')
('Beaver', 'Beaver', '66.36155056', '-147.4012186')
('Wilkes-Barre Wyoming Valley', 'Wilkes-Barre', '41.29717222', '-75.85120556')
('Chandalar Lake', 'Chandalar Lake', '67.50451667', '-148.4832222')
('Enid Woodring Municipal', 'Enid', '36.37920333', '-97.79111222')
('Winder', 'Winder', '33.98227778', '-83.66808333')
('Whiteman', 'Los Angeles', '34.25932528', '-118.4134331')
('General Wm. J. Fox Airfield', 'Lancaster', '34.74095944', '-118.2189489')
('Strother ', 'Winfield/Arkansas City', '37.16861556', '-97.03752194')
('Selawik', 'Selawik', '66.60002778', '-159.9861944')
('Willows-Glenn County', 'Willows', '39.51635389', '-122.2175106')
('Winnemucca Municipal', 'Winnemucca', '40.89661111', '-117.8058889')
('White Mountain', 'White Mountain', '64.68919444', '-163.4125556')
('Napakiak', 'Napakiak', '60.69118917', '-161.9695161')
('Wrangell', 'Wrangell', '56.48432583', '-132.3698242')
('Worland Muni', 'Worland', '43.96571306', '-107.9508308')
('Wiseman', 'Wiseman', '67.40457333', '-150.1227417')
('South Naknek 2', 'South Naknek', '58.70343611', '-157.0082511')
('Westerly State', 'Westerly', '41.34961694', '-71.80337778')
('Noatak', 'Noatak', '67.56208333', '-162.9752778')
('Watsonville Municipal', 'Watsonville', '36.93573', '-121.7896178')
('Waterville-Robert Lafleur', 'Waterville', '44.53325', '-69.67552778')
('Cape May Cty ', 'Wildwood', '39.00850694', '-74.90827389')
('West Woodward', 'Woodward', '36.4367025', '-99.5209975')
('Yellowstone', 'West Yellowstone', '44.68839917', '-111.1176375')
('Everglades', 'Everglades', '25.84871167', '-81.39007944')
('Arcadia Municipal', 'Arcadia', '27.19199444', '-81.83730472')
('Lake Wales Municipal', 'Lake Wales', '27.89380556', '-81.62038889')
('Belle Glade Municipal', 'Belle Glade', '26.70089833', '-80.66227972')
('Labelle Municipal', 'Labelle', '26.74423278', '-81.43257556')
('Vandenberg ', 'Tampa', '28.01398389', '-82.34527917')
('Arthur Dunn Airpark', 'Titusville', '28.62234556', '-80.835695')
('Umatilla Municipal', 'Umatilla', '28.922765', '-81.65174111')
('Sebastian Municipal', 'Sebastian', '27.81280389', '-80.49560833')
('Dunnellon/Marion Co.', 'Dunellon', '29.06177778', '-82.37658333')
('Inverness', 'Inverness', '28.80859639', '-82.31648167')
('Watson Island Base', 'Miami', '25.77833333', '-80.17027778')
('Opa-Locka West', 'Miami', '25.94898194', '-80.42338694')
